LI150	LI97	DCM_101	LI81	LI126	LI138	LI101	LI144	LI134	LI112	LI54	LI132	LI91	LI105	LI107	LI104	LI110	LI106	LI119	LI46	LI113	LI48	LI56	LI90	LI148	LI94	LI135	LI146	LI152	LI147	LI153	LI122	LI98	LI151	LI140	LI142	LI123	LI69	LI128	LI89	LI130	LI139	LI125	LI83	LI116	LI82	LI73	LI18	LI6	LI40	LI34	LI72	LI70	LI8	LI84	LI102	LI86	LI114	DCM_76	LI36	LI75	LI71	LI85	LI115	LI87	LI66	LI27	LI79	LI67	LI32	LI19	LI12	LI4	LI141	LI145	LI133	LI131	LI95	LI68	LI10	LI26	LI1	LI15	LI111	LI74	LI22	LI178	LI7	LI13	LI25	LI14	LI42	LI28	LI93	DCM_026	LI96	LI124	LI136	LI92	LI127	LI59	LI129	LI44	LI35	LI31	LI29	LI37	LI38	LI24	LI39																																																																																																														
RT	area																																																																																																																																																																																																																										
17.433	2143748.3	20.599	6629.1			19.675	1202.2	20.728	996.8					23.565	598.8			22.069	4039.8					19.587	2242.8			22.700	2613.8	19.862	2320.1	19.856	3253.8			19.859	1497.9	20.946	1251.1	19.798	858.3	18.588	4342.9	22.891	3051.7							22.704	2496.6	21.574	8331	21.577	10974.2			22.705	1957.4					18.974	1841			19.592	2674.5													19.455	65266.5	18.458	129974.8			18.375	191051.7	22.092	2840.3					19.378	17438.7																			19.374	19776																																					17.670	213201.2							24.533	514			18.156	49717.1																											20.630	2499.2	22.536	809.7					22.103	939.6	19.876	678.8							20.758	2467.8	19.623	2681.9		
17.625	94315.6	20.733	2721.3			19.782	716.9	20.938	701.8									22.279	2052.6					19.673	1540.8			22.884	3206.9	19.962	1894	19.953	1781.4			19.966	1216.2	21.575	25032.6	19.864	1301.4	18.666	2880.1	23.562	885.5							22.890	3428.6	21.889	1681.8	21.669	714.1			22.888	2215.2					19.113	3903.3			19.682	1221.6													19.590	3387.7	18.602	5496.4			18.462	107059.1	22.314	1663					19.466	168528.7																			19.459	82277.8																																					17.802	1035.6							25.651	1104.6			18.357	280419.7																											20.756	1746	22.676	1575.3					22.536	1585.7	20.008	1480.2							21.604	22016.4	19.723	1450.3		
17.712	10236.6	20.866	684			19.856	1044.8	21.240	528.6									22.500	3825.3					19.756	790.1			23.552	982.9	20.161	855.4	20.110	938.5			20.418	13923.5	21.916	518.1	19.965	1478.8	18.731	1751.3	24.111	603.4							23.167	511.1	22.071	532	21.889	8056.9			24.099	547.3					19.361	29107.5			19.776	651.5													19.684	714	18.692	1925.6			18.603	11440	22.528	3125.6					19.598	3251.2																			19.604	1977.3																																					17.904	105610.2											18.472	121598.7																											20.967	797.1	22.717	1165.4					22.730	2993.6	20.441	7729.7							21.945	962.1	19.823	1128.7		
17.770	3636.3	20.937	2371.7			19.962	1340.6	21.571	12202.8									22.703	2804.9					19.847	2115.7			24.095	1056.8	20.417	21975.4	20.155	794.1			20.490	3977.8	22.069	1973.2	20.421	10873.3	18.857	4187.7									23.560	794.6	22.511	955.9	22.073	1383.8									19.443	61009.3			19.861	1580.7													19.773	1095.6	18.744	2961.9			18.745	3466.7	22.725	4663					19.698	2387.5																			19.692	1502.1																																					18.031	8594.1											18.616	11365.4																											21.602	19918.5	22.918	1189.2					22.917	2086.3	20.511	2294.9							22.098	2020.4	19.903	934.5		
17.863	43137.4	21.573	47933.1			20.238	581.2	22.066	809.1									22.883	3768.3					19.952	2130.3			24.474	538.4	20.488	9012.2	20.417	44023.1			20.605	1171.3	22.289	1182.6	20.493	5944.5	18.944	2474.1									24.484	524.8	22.703	1663.8	22.290	631									19.579	3895.3			19.964	1517.5													19.870	1605.5	18.863	5907.5			18.868	7022.7	22.912	3510.5					19.808	1204.3																			19.791	809.3																																					18.161	91629.4											18.701	1934.7																											21.846	1203	23.597	697.6					23.969	540.5	20.628	2041.4							22.323	1142.1	20.025	2332.6		
17.991	2839.3	21.908	3207.7			20.415	9266.2	22.293	598.5									23.555	1876.8					20.154	618.8					20.602	3374.2	20.488	3607.6			20.663	644.9	22.508	2231.3	20.607	6749.5	19.119	2046.7									25.590	539.3	22.892	1333	22.507	1362.4									19.674	1436.7			20.420	15644.4													19.979	877.3	18.953	6297.7			18.965	2292.8	23.582	1749.9					19.879	893.8																			19.878	990.7																																					18.363	376384.2											18.755	3906.9																											21.932	836.4	23.874	527.7							20.758	1153.5							22.536	2521	20.465	10658		
18.122	39572.1	21.980	658.4			20.489	4687.6	22.509	1126									24.099	1228.4					20.227	592.6					20.730	1515.8	20.657	4328.8			20.732	882.5	22.704	4313.6	20.736	2861.5	19.363	23035.6											24.104	1706.6	22.701	2195.7									19.780	2024.7			20.493	3544.6													20.000	924.9	19.132	3272.7			18.994	2678.1	25.633	813.4					19.987	4358																			19.984	2760																																					18.480	230392.2											18.876	8337.4																											22.097	1636.3	23.955	507.2							20.968	565.7							22.732	3590.1	20.535	3259.8		
18.355	281047.5	22.069	4088.7			20.598	4549	22.639	1606.4									25.599	1835.9					20.407	19692.6					20.873	516.7	20.724	1899.3			20.932	886.5	22.888	2639.7	20.872	804.6	19.447	91914.1													22.890	2054.5									19.863	1884.6			20.608	5217.3													20.170	1024.6	19.258	2733.3			19.137	3851.4							20.267	735.7																			20.434	7659.6																																					18.623	29750.8											18.966	2307.5																											22.317	867.4	25.258	652.3							21.600	14518.3							22.917	2809	20.650	6306.3		
18.583	13075.3	22.287	2186.4			20.729	2116.7	22.695	1341.9															20.484	5019.7					20.933	1381.2	20.864	801.7			21.524	3416	23.557	1351.2	20.941	1274.5	19.597	3283.8													24.103	8103.2									19.966	1951.4			20.734	2411.4													20.426	19335.8	19.377	45214.1			19.256	1991.5							20.436	5525.6																			20.508	4363.7																																					18.875	9374.5											19.004	2639.2																											22.538	1971.3	26.845	535.4							21.846	569.3							23.593	1475	20.780	4572.6		
18.654	5108.8	22.504	4760.3			20.870	511.5	22.887	1369															20.596	1614.4					21.243	706.8	20.937	2159.6			21.575	9121.6	24.106	664.3	21.580	47208.8	19.677	4009.9													24.341	538.4									20.162	632.5			20.874	739.9													20.501	6732.5	19.464	210782.9			19.381	38313.1							20.510	7041.5																			20.617	2230.2																																					18.976	5897.4											19.147	5282.4																											22.728	4298.7									21.938	775.3							24.138	766.1	20.921	893.8		
18.736	1357.7	22.699	7262.2			20.936	1625.6	23.845	621.7															20.650	1028.8					21.575	27969	21.233	1213.5			22.073	867.3			21.916	1118.3	19.795	1001.4																							20.240	538.3			20.942	1576.1													20.610	4799.7	19.606	3016.3			19.467	162481.5							20.616	3262.6																			20.743	1227.3																																					19.009	7216.5											19.390	67258.8																											22.918	2515.9									22.097	1261.8							24.525	513.2	20.988	1812.9		
18.768	1969.6	22.885	6565.6			21.570	32079.4	24.096	1051.5															20.721	1475					21.910	818.7	21.513	13955			22.513	1079.9			22.076	3896.1	19.867	1237.8																							20.416	14171.7			21.246	642.5													20.739	2022.4	19.696	2183.6			19.611	3616.7							20.751	1522.3																			20.951	550.9																																					19.151	9094.8											19.480	209974.7																											23.591	1268.7									22.312	677.6							25.642	552.4	21.297	522.2		
18.844	8650.6	23.152	1124.7			21.907	953.1																	20.929	1640.6					22.070	2135.6	21.572	15363.2			22.648	2053.7			22.291	2593	19.971	3163.2																							20.491	4821.4			21.578	29951.8													20.885	716.4	19.767	5942.9			19.702	3162.9							20.897	505.8																			21.594	13422.6																																					19.394	82497.3											19.620	4682.4																											23.878	607.1									22.534	1435.1									21.626	40382.3		
18.975	3274.1	23.293	509.4			22.067	2182.3																	21.232	1001.1					22.287	904.5	21.821	1277.6			22.697	1280.7			22.510	4796.3	20.176	568.3																							20.603	13281.9			21.919	1319.4													20.948	1380.4	19.874	3026.5			19.781	2136.8							20.961	602.7																			22.089	1007.6																																					19.486	349968.5											19.714	3466																											25.647	504.3									22.676	1038.1									21.733	1532.1		
19.059	2489.3	23.557	2548.8			22.284	1498.4																	21.564	19722.1					22.509	2050	21.912	606.9			22.892	1401.7			22.705	5864.6	20.423	8158.1																							20.736	5784.1			22.077	3116.6													21.251	577.7	19.981	7449.5			19.877	2143.5							21.595	18684.9																			22.312	672																																					19.626	8312.5											19.786	2046.3																																					22.728	2001									21.873	1547.6		
19.118	3719.9	23.913	692.1			22.504	3273.4																	21.811	1066.3					22.640	4148.4	22.066	1603.9			23.846	615			22.892	6015.5	20.497	5410.4																							20.867	1918.7			22.297	1783.6													21.586	33403.2	20.183	901.7			19.984	4157							21.691	1937.3																			22.529	1413.3																																					19.714	6712.9											19.893	2913.4																																					22.918	1529.4									21.964	2517.7		
19.358	65870.1	24.094	1995.9			22.698	6259.5																	21.908	505.8					22.693	2899.5	22.292	867.7			23.917	968.9			23.158	590.5	20.609	2902.4																							20.939	3647.2			22.512	3651.8													21.746	1027	20.259	1099			20.190	718.1							21.843	907.9																			22.721	3095.3																																					19.783	6854.3											19.992	4937																																					23.593	1000.4									22.027	751.9		
19.441	94689.6	24.476	589			22.886	4711.2																	22.065	1074					22.890	2691.4	22.508	1464.9			24.099	717.4			23.562	2128.2	20.726	2836.4																							21.248	933.7			22.650	1505.3													21.772	1259.6	20.433	18424.9			20.263	816.8							21.932	1149.4																			22.912	1936.7																																					19.893	5619.9											20.191	1201.8																																					23.882	968.3									22.121	4397.8		
19.591	5996.4	25.599	2685.9			23.151	573.4																	22.281	658.5					23.554	1317.5	22.640	8493.7			25.213	607.7			24.101	1929.3	20.879	787.6																							21.386	1129.9			22.705	3433.6													21.832	1767.7	20.510	9833.9			20.439	18785.7							22.092	1740.8																			23.587	703.4																																					19.997	11106.2											20.271	1079.2																																					25.247	652.2									22.340	2977.5		
19.668	4483					23.556	1464.5																	22.504	1236.4					23.839	2767.5	22.889	2245.5							24.495	1242	20.945	996.1																							21.579	101297.1			22.894	4225.7													21.921	3753.8	20.618	4227.1			20.512	8866.6							22.312	883.8																																																									20.196	3071.5											20.448	28892.3																																					26.825	1191									22.560	5190.2		
19.762	2109.5					23.837	551.5																	22.642	3077.3					24.098	1391.8	23.556	829.9							25.613	2087.8	21.581	20493.9																							21.822	2302.7			23.173	538.4													22.083	5794.4	20.751	1675.8			20.622	4625.8							22.526	2038.8																																																									20.276	2799.5											20.524	13698.1																																															22.755	8918		
19.852	3617.5					24.097	1672.1																	22.689	2881.3					24.478	844.8	23.838	3615.7									21.822	3204.6																							21.911	5642.7			23.569	2025.5													22.299	3326.7	20.957	1886.5			20.750	2374.4							22.725	3790.3																																																									20.450	42056.5											20.634	5637.4																																															22.941	6667.8		
19.961	2946.3					24.477	521.4																	22.881	1820					25.200	2629.3	24.106	849.9									21.909	739.8																							21.982	1074.5			23.844	719.1													22.520	4110.2	21.266	614.3			20.896	511.6							22.912	2353.8																																																									20.526	18544.9											20.765	2962.7																																															23.203	1298.9		
20.110	656					25.592	1281.3																	23.550	777.8					26.783	3402.5	25.204	2872.9									22.077	1580.3																							22.071	11848.5			24.109	512													22.658	3594.5	21.595	28715.6			20.959	1784.7							23.584	962.8																																																									20.631	2498.9											20.910	938.3																																															23.615	2033.3		
20.151	1195.3																							23.842	1062.2							26.795	1942.3									22.293	1112.5																							22.291	5814.3			25.603	1347.2													22.713	4809.8	21.683	2439			21.259	598.8							23.948	867.1																																																									20.699	2417											20.969	2602.9																																															23.899	646.1		
20.415	37291.9																							23.908	1274.3																	22.515	2358.5																							22.509	9852																	22.902	5593.2	21.842	803.5			21.596	33188.2							26.834	964.7																																																									20.759	2907.9											21.273	1297.8																																															24.164	901.4		
20.489	7145.5																							24.091	538.4																	22.708	4579.9																							22.701	10977.7																	23.013	656.3	21.932	1183.3			21.839	1854.5																																																																	20.908	896.2											21.610	39349.1																																															24.548	903.8		
20.607	1714.8																							25.206	1171.2																	22.896	3817.5																							22.890	12079.3																	23.041	682.2	22.023	811.9			21.932	1722.4																																																																	20.972	3279.4											21.700	2468.6																																															25.275	720.6		
20.677	2268																																									23.565	1050.1																							23.144	1097.4																	23.081	570.7	22.090	2631.9			22.093	2910.4																																																																	21.057	601.7											21.852	1624																																															25.657	1110.3		
20.715	3303.5																																									23.852	579.2																							23.558	4992.7																	23.166	1178.2	22.312	1241.5			22.314	1467.6																																																																	21.271	2194.4											21.944	1936.8																																															25.697	707.4		
20.865	868.3																																																																	23.696	556.4																	23.191	988.8	22.531	2567.8			22.533	2588.1																																																																	21.551	11264											22.107	3411.3																																															26.857	1190.1		
20.935	2335.3																																																																	23.849	763.3																	23.293	1372.2	22.716	8510.4			22.720	8157.3																																																																	21.612	17400.2											22.326	1703.5																																																		
21.236	1337.8																																																																	23.899	563.9																	23.574	2896.9	22.911	2817.7			22.913	3395.6																																																																	21.702	2473.9											22.546	3251.5																																																		
21.512	12111.1																																																																	24.097	2565.5																	23.708	1062.8	23.575	1459.8			23.580	1716.1																																																																	21.850	3480.3											22.683	4163																																																		
21.571	19881																																																																	24.304	527.1																	23.858	2082.8	23.867	1325.9			23.868	1910.5																																																																	21.934	1538.5											22.731	6532.9																																																		
21.811	4892																																																																	24.477	977.7																	23.925	2092.1	23.938	4551.4			23.939	548.2																																																																	22.027	700.6											22.928	4311.7																																																		
21.901	1381.2																																																																	25.204	1248																	24.107	1278.1	24.113	1210			24.140	896.5																																																																	22.101	2590.2											23.594	1947.5																																																		
22.067	3071.6																																																																	25.305	1369.8																	25.231	823.9	25.228	2336.3			25.241	2858.2																																																																	22.336	859.7											23.877	2124.5																																																		
22.289	1115.7																																																																	25.598	5793.5																	25.620	1594	25.321	1218.6			25.639	1117.8																																																																	22.549	1639											23.951	2488.2																																																		
22.508	2097																																																																	26.187	1068.4																	26.809	875.7	26.809	2816.7			26.837	1466.1																																																																	22.677	7024.5											24.521	699.1																																																		
22.636	10446																																																																	26.782	510																			26.919	1400.8																																																																					22.726	5369.6											25.246	1721.3																																																		
22.888	4110.8																																																																																																																																																											22.929	2531											25.639	1385.9																																																		
23.183	552																																																																																																																																																											23.593	1349.9											26.819	3244.7																																																		
23.550	1069																																																																																																																																																											23.875	4150.8											26.946	956.5																																																		
23.832	4697.1																																																																																																																																																											23.947	2310.6																																																														
24.091	1081.3																																																																																																																																																											25.245	7163.1																																																														
25.197	4137																																																																																																																																																											25.592	637.9																																																														
26.772	3637																																																																																																																																																											26.819	7302.7																																																														
26.885	501.9																																																																																																																																																																																																																										
